"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08"
"60605","Chicago","IL","Chicago, IL","Cook",289,,,,,,,,,,,,1800,1895,1825,1937.5,1851,1837.5,1900,2000,1899,1950,1962.5,1924,1995,1995,2000,1995,2000,2000,1975,2018,2100,2000,1950,1936,1932,2000,2000,2030,2061,2105,2105,2110.5,1950,2027.5,2000,1982.5,2000,2000,2000,2000,2100,2110,2143.5,2100,2100,2077.5,2042.5,2052.5,2150,2143.5,2100,2027.5,2100,2050,2052.5,2100,2100,2100,2095,2100,2100,2100,2100,2090,2035,2017.5,2055,2150,2150,2100,2100,2012.5,2075,2055,2065,2027.5,2150,2200,2150,2100,2100,2000,2025,2055,2100,2146,2100,2100,2050,2100,2100,2050
"60563","Naperville","IL","Chicago, IL","Du Page",290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1437.5,1600,1562.5,1595,1600,1600,1595,1600,1600,1597.5,1597.5,1600,1600,1625,1625,1600,1600
"89128","Las Vegas","NV","Las Vegas, NV","Clark",291,,,,,,,,,,,,,,,,,,750,750,750,750,750,750,750,750,750,750,750,750,735,730,730,725,742.5,775,750,750,790,775,775,795,800,825,775,750,750,767.5,750,755,762.5,775,800,795,790,790,800,797,800,825,800,800,850,850,825,850,825,850,847.5,849.5,850,850,850,850,825,837.5,862.5,938,895,900,884,875,950,950,895,950,968,937,950,930,974,966,918.5,950,945,945,950,995,1037.5,995,997,1000,995,1025
"22033","Fairfax","VA","Washington, DC","Fairfax",292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675,1525,1667.5,1650,1695,1699,1695,1775,1795,1795,1750,1737.5,1700,1675,1700,1750,1792.5,1795,1795,1775,1700,1712.5,1800
"33016","Hialeah","FL","Miami, FL","Miami-Dade",293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1450,1450,1500,1450,1450,1450,1400,1450,1500,1400,1450,1450,1450,1500,1450,1500,1500,1462.5
"33611","Tampa","FL","Tampa, FL","Hillsborough",294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075,1100,1200,1250,1250,1197.5,1244,1250,1161,1150,1150,1143.5,1100,1250,1209.5,1342,1250,1282,1241.5,1237
"99504","Anchorage","AK","Anchorage, AK","Anchorage",295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1475,1450,1500,1550,1495,1495,1500,1500,1500,1500,1500,1497.5,1550,1600,1625,1672.5,1675,1550,1487.5
"33428","Boca Raton","FL","Miami, FL","Palm Beach",296,,,,,,,,,,,,,,,,,995,1050,1074.5,1050,1090,1150,1150,1150,1125,1150,1050,1090,1070,1150,1125,1200,1200,1200,1187.5,1150,1175,1200,1200,1200,1225,1295,1250,1200,1200,1200,1200,1200,1200,1200,1200,1250,1250,1225,1200,1250,1225,1200,1250,1212.5,1250,1250,1250,1350,1300,1350,1300,1237.5,1250,1350,1325,1350,1320,1395,1400,1300,1300,1250,1320,1300,1250,1300,1250,1250,1300,1337.5,1300,1300,1325,1350,1350,1350,1300,1400,1400,1400,1350,1312.5,1300,1350,1350,1350,1400
"02472","Watertown","MA","Boston, MA","Middlesex",297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2100,2050,2000,2000,1875,1900,2000,2100,2025,2095,2012.5,2200,2200,2072,1900,2150,2050,2100,2100,2100,2100,2100,2000,2095,2150,2000,2000,2000,2000,2000,2100,2100,2200,2150,2050,2225,2300,2225,2300,2200,2200,2100,2100,2200,2200,2100,2250,2287.5,2200,2100,2200,2100,2150,2100,2100,1900,1900,2195,2200,2200,2300,2300,2200,2250,2200,2225,2200,2275,2287.5,2300,2250,2300,2300,2275
"08902","North Brunswick","NJ","New York, NY","Middlesex",298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1750,1700,1750,1750,1800,1750,1750,1700,1700,1750,1750,1750,1750,1750,1750,1800,1800,1775,1800
