"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-08-31,"89121","NV","Las Vegas-Henderson-Paradise","Clark","Las Vegas",173,1212,0.00165289256198347,0.00414250207125104,0.0279898218829517,17072
2018-08-31,"10028","NY","New York-Newark-Jersey City","New York","New York",174,3342,0.0011983223487118,-0.000896860986547085,-0.0301799187463726,17986
2018-08-31,"92345","CA","Riverside-San Bernardino-Ontario","San Bernardino","Hesperia",175,1342,0,0.000745712155108128,0.0283524904214559,21581
2018-08-31,"92804","CA","Los Angeles-Long Beach-Anaheim","Orange","Anaheim",176,2640,0,0,0.00113765642775882,14537
2018-08-31,"07302","NJ","New York-Newark-Jersey City","Hudson","Jersey City",177,2561,-0.00117004680187207,-0.0054368932038835,-0.0458271236959762,17123
2018-08-31,"65203","MO","Columbia","Boone","Columbia",178,1204,-0.0066006600660066,-0.0227272727272727,-0.0702702702702703,19651
2018-08-31,"27587","NC","Raleigh","Wake","Wake Forest",179,1630,0,-0.00122549019607843,-0.00305810397553517,22275
2018-08-31,"47906","IN","Lafayette-West Lafayette","Tippecanoe","West Lafayette",180,1268,-0.000788022064617809,-0.00626959247648903,-0.0283524904214559,12810
2018-08-31,"08753","NJ","New York-Newark-Jersey City","Ocean","Toms River",181,1836,-0.00163132137030995,-0.0129032258064516,-0.0540958268933539,24423
2018-08-31,"92336","CA","Riverside-San Bernardino-Ontario","San Bernardino","Fontana",182,2239,0,0.000894054537326777,0.026593305823017,23473
2018-08-31,"92126","CA","San Diego-Carlsbad","San Diego","San Diego",183,2512,0.00239425379090184,0.00520208083233293,0.00399680255795364,19523
2018-08-31,"60634","IL","Chicago-Naperville-Elgin","Cook","Chicago",184,1780,-0.00168255748738082,-0.00447427293064877,-0.0100111234705228,20380
2018-08-31,"30188","GA","Atlanta-Sandy Springs-Roswell","Cherokee","Woodstock",185,1465,0,-0.000682128240109141,0.00687285223367698,23114
2018-08-31,"46307","IN","Chicago-Naperville-Elgin","Lake","Crown Point",186,1497,0.000668449197860962,0,-0.0440613026819923,29133
2018-08-31,"75228","TX","Dallas-Fort Worth-Arlington","Dallas","Dallas",187,1407,-0.000710227272727273,-0.00354107648725213,0.0217864923747277,15266
2018-08-31,"27406","NC","Greensboro-High Point","Guilford","Greensboro",188,904,0.00110741971207087,0.00332963374028857,-0.0022075055187638,21855
2018-08-31,"98103","WA","Seattle-Tacoma-Bellevue","King","Seattle",189,2569,0.000389408099688474,-0.00194250194250194,-0.0651382823871907,17641
