,index,address,area,bathrooms,bedrooms,city_state,dates,days_on_Trulia,events,listing_information,listing_information_date_updated,lot_size,lot_size_units,neighborhood,overview,price,price_history,price_per_square_foot,prices,public_records,public_records_date_updated,url,views,year_built,zipcode,median_income,mean_income,population,ID,distance_steps,distance_trip,duration_steps,duration_trip,mode_steps,vehicle_steps,line_steps,latitude,longitude
19,1619,600 N Dearborn St #1409,865.0,2.0,1.0,"Chicago, IL 60654","['09/15/2018', '08/15/2018', '07/10/2016', '06/15/2016', '05/05/2016', '04/19/2016', '04/01/2016', '03/29/2016']",1.0,"['Price change', 'Listed for sale', 'Posting removed', 'Sold', 'Posting removed', 'Pending', 'Listed for sale', 'Listed for sale']","['1 Bedroom', '2 Bathrooms', 'Condo', '865 Square Feet', 'Lot Size: 0.30 acres']",09/15/2018,0.30000000000000004,acres,&lpar;Near North&rpar;,"['Condo', '1 Bed', '2 Baths', 'Built in 2001', '51 days on Trulia', '0.30 acres lot size', '865 sqft', '$399/sqft', '124 views', '$611/monthly HOA']",345000.0,"[['2016-03-29 00:00:00', 330000, 'Listed for sale'], ['2016-04-01 00:00:00', 330000, 'Listed for sale'], ['2016-04-19 00:00:00', 330000, 'Pending'], ['2016-05-05 00:00:00', 330000, 'Posting removed'], ['2016-06-15 00:00:00', 330000, 'Sold'], ['2016-07-10 00:00:00', 330000, 'Posting removed'], ['2018-08-15 00:00:00', 350000, 'Listed for sale'], ['2018-09-15 00:00:00', 345000, 'Price change']]",399.0,"['$345,000', '$350,000', '$330,000', '$330,000', '$330,000', '$330,000', '$330,000', '$330,000']","['Condo', 'Lot Size: 0.3 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/600-n-dearborn-st-1409-chicago-il-60654--2104638161,124.0,2001.0,60654.0,93396,136959.0,14875,1619,"['0.2 km', '0.7 km', '0.2 km']",['1.2 km'],"['3 mins', '2 mins', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.89263200000001],[-87.62973629999999]
20,1620,400 N La Salle Dr #3410,850.0,1.0,1.0,"Chicago, IL 60654",,6.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '850 Square Feet']",09/19/2018,,,&lpar;River North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2003', '16 days on Trulia', '850 sqft', '$432/sqft', '40 views', '$545/monthly HOA']",367500.0,,432.0,,"['Income/Investment', 'Lot Size: 0.64 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/400-n-la-salle-dr-3410-chicago-il-60654--2104628276,40.0,2003.0,60654.0,93396,136959.0,14875,1620,"['0.2 km', '0.6 km', '0.2 km']",['1.0 km'],"['2 mins', '3 mins', '3 mins']",['8 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.889652],[-87.63269009999999]
21,1621,333 W Hubbard St #3A,1153.0,2.0,2.0,"Chicago, IL 60654","['09/12/2018', '08/30/2017', '08/15/2017', '06/12/2017', '05/22/2017', '05/07/2015', '03/29/2015', '03/18/2015', '05/06/2009', '05/06/2009', '01/12/2009', '11/16/2008', '10/23/2008', '08/28/2008', '12/06/2001']",3.0,"['Listed for sale', 'Sold', 'Posting removed', 'Pending', 'Listed for sale', 'Posting removed', 'Pending', 'Listed for sale', 'Posting removed', 'Sold', 'Posting removed', 'Posting removed', 'Price change', 'Listed for sale', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,153 Square Feet']",09/24/2018,,,&lpar;River North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1998', '23 days on Trulia', '1,153 sqft', '$390/sqft', '84 views', '$768/monthly HOA']",450000.0,"[['2001-12-06 00:00:00', 342000, 'Sold'], ['2008-08-28 00:00:00', 399900, 'Listed for sale'], ['2008-10-23 00:00:00', 389900, 'Price change'], ['2008-11-16 00:00:00', 389900, 'Posting removed'], ['2009-01-12 00:00:00', 389900, 'Posting removed'], ['2009-05-06 00:00:00', 389900, 'Posting removed'], ['2009-05-06 00:00:00', 356000, 'Sold'], ['2015-03-18 00:00:00', 426000, 'Listed for sale'], ['2015-03-29 00:00:00', 426000, 'Pending'], ['2015-05-07 00:00:00', 426000, 'Posting removed'], ['2017-05-22 00:00:00', 459000, 'Listed for sale'], ['2017-06-12 00:00:00', 459000, 'Pending'], ['2017-08-15 00:00:00', 459000, 'Posting removed'], ['2017-08-30 00:00:00', 435000, 'Sold'], ['2018-09-12 00:00:00', 460000, 'Listed for sale']]",390.0,"['$460,000', '$435,000', '$459,000', '$459,000', '$459,000', '$426,000', '$426,000', '$426,000', '$389,900', '$356,000', '$389,900', '$389,900', '$389,900', '$399,900', '$342,000']","['Condo', 'Lot Size: 0.36 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/333-w-hubbard-st-3a-chicago-il-60654--2104623844,84.0,1998.0,60654.0,93396,136959.0,14875,1621,"['0.2 km', '0.6 km', '0.2 km']",['1.1 km'],"['3 mins', '3 mins', '3 mins']",['8 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8899427],[-87.63610949999999]
22,1622,200 W Grand Ave #1706,1250.0,2.0,2.0,"Chicago, IL 60654",,0.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,250 Square Feet']",09/25/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2004', '10 days on Trulia', '1,250 sqft', '$364/sqft', '44 views', '$841/monthly HOA']",455000.0,,364.0,,['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/200-w-grand-ave-1706-chicago-il-60654--2104618969,44.0,2004.0,60654.0,93396,136959.0,14875,1622,"['0.5 km', '3.3 km', '0.4 km', '25.7 km', '0.8 km']",['30.7 km'],"['6 mins', '8 mins', '5 mins', '27 mins', '10 mins']",['1 hour 8 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL']","['River - York Roads', 'Union Pacific West']",[41.9306172],[-87.9443917]
23,1623,164 W Huron St #3A,1325.0,2.0,2.0,"Chicago, IL 60654","['08/18/2018', '07/14/2014', '07/19/2006', '03/25/2002', '10/10/1997', '07/24/1996']",8.0,"['Listed for sale', 'Sold', 'Sold', 'Sold', 'Sold', 'Sold']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,325 Square Feet']",09/13/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1921', '48 days on Trulia', '1,325 sqft', '$339/sqft', '448 views', '$369/monthly HOA']",449000.0,"[['1996-07-24 00:00:00', 139500, 'Sold'], ['1997-10-10 00:00:00', 100666, 'Sold'], ['2002-03-25 00:00:00', 250000, 'Sold'], ['2006-07-19 00:00:00', 342500, 'Sold'], ['2014-07-14 00:00:00', 2400, 'Sold'], ['2018-08-18 00:00:00', 449000, 'Listed for sale']]",339.0,"['$449,000', '$2,400', '$342,500', '$250,000', '$100,666', '$139,500']","['Condo', 'Lot Size: 6,600 sqft']",10/01/2017,https://www.trulia.com/p/il/chicago/164-w-huron-st-3a-chicago-il-60654--2121406555,448.0,1921.0,60654.0,93396,136959.0,14875,1623,"['0.2 km', '1.6 km', '0.2 km']",['2.0 km'],"['3 mins', '6 mins', '3 mins']",['11 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8948378],[-87.6338412]
24,1624,600 N Kingsbury St #1706,1200.0,2.0,2.0,"Chicago, IL 60654","['09/21/2018', '08/08/2018', '06/26/2015', '06/18/2015', '05/04/2015', '03/27/2015', '03/26/2015']",8.0,"['Price change', 'Listed for sale', 'Posting removed', 'Sold', 'Pending', 'Price change', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,200 Square Feet']",09/21/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2003', '58 days on Trulia', '1,200 sqft', '$353/sqft', '194 views', '$567/monthly HOA']",423900.0,"[['2015-03-26 00:00:00', 390000, 'Listed for sale'], ['2015-03-27 00:00:00', 410000, 'Price change'], ['2015-05-04 00:00:00', 410000, 'Pending'], ['2015-06-18 00:00:00', 427500, 'Sold'], ['2015-06-26 00:00:00', 410000, 'Posting removed'], ['2018-08-08 00:00:00', 424900, 'Listed for sale'], ['2018-09-21 00:00:00', 423900, 'Price change']]",353.0,"['$423,900', '$424,900', '$410,000', '$427,500', '$410,000', '$410,000', '$390,000']",['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/600-n-kingsbury-st-1706-chicago-il-60654--2104638520,194.0,2003.0,60654.0,93396,136959.0,14875,1624,"['0.9 km', '2.0 km', '0.1 km']",['3.0 km'],"['11 mins', '5 mins', '1 min']",['15 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.8930289],[-87.6411236]
25,1625,300 W Grand Ave #412,1100.0,2.0,2.0,"Chicago, IL 60654",,8.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,100 Square Feet']",09/19/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1915', '58 days on Trulia', '1,100 sqft', '$382/sqft', '262 views', '$543/monthly HOA']",419900.0,,382.0,,,,https://www.trulia.com/p/il/chicago/300-w-grand-ave-412-chicago-il-60654--2104622508,262.0,1915.0,60654.0,93396,136959.0,14875,1625,"['0.4 km', '0.6 km', '0.2 km']",['1.2 km'],"['5 mins', '3 mins', '3 mins']",['11 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8916186],[-87.635986]
26,1626,545 N Dearborn St #3103,820.0,1.0,1.0,"Chicago, IL 60654",,8.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '820 Square Feet']",09/10/2018,,,&lpar;Near North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2003', '58 days on Trulia', '820 sqft', '$372/sqft', '56 views', '$661/monthly HOA']",305000.0,,372.0,,,,https://www.trulia.com/p/il/chicago/545-n-dearborn-st-3103-chicago-il-60654--2174471966,56.0,2003.0,60654.0,93396,136959.0,14875,1626,"['0.2 km', '0.7 km', '0.2 km']",['1.1 km'],"['2 mins', '2 mins', '3 mins']",['6 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.892139],[-87.6296241]
27,1627,500 W Superior St #1802,1200.0,2.0,2.0,"Chicago, IL 60654",,9.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,200 Square Feet']",08/07/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1974', '59 days on Trulia', '1,200 sqft', '$456/sqft', '86 views', '$823/monthly HOA']",547747.0,,456.0,,,,https://www.trulia.com/p/il/chicago/500-w-superior-st-1802-chicago-il-60654--2104632470,86.0,1974.0,60654.0,93396,136959.0,14875,1627,"['0.6 km', '1.6 km', '0.2 km']",['2.3 km'],"['7 mins', '6 mins', '3 mins']",['15 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8955145],[-87.6427989]
28,1628,645 N Kingsbury St #1809,1200.0,2.0,2.0,"Chicago, IL 60654","['08/24/2018', '08/03/2018']",3.0,"['Price change', 'Listed for sale']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,200 Square Feet']",09/03/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2002', '63 days on Trulia', '1,200 sqft', '$325/sqft', '305 views', '$739/monthly HOA']",389900.0,"[['2018-08-03 00:00:00', 399900, 'Listed for sale'], ['2018-08-24 00:00:00', 389900, 'Price change']]",325.0,"['$389,900', '$399,900']","['Condo', 'Lot Size: 0.28 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/645-n-kingsbury-st-1809-chicago-il-60654--2104640056,305.0,2002.0,60654.0,93396,136959.0,14875,1628,"['0.9 km', '2.0 km', '0.1 km']",['3.0 km'],"['11 mins', '5 mins', '1 min']",['15 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.8931464],[-87.64112329999999]
29,1629,146 W Erie St #602,1962.0,3.0,3.0,"Chicago, IL 60654",,6.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '1,962 Square Feet']",08/21/2018,,,&lpar;Near North&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 2017', '46 days on Trulia', '1,962 sqft', '$672/sqft', '112 views', '$1,208/monthly HOA']",1317560.0,,672.0,,,,https://www.trulia.com/p/il/chicago/146-w-erie-st-602-chicago-il-60654--2357739586,112.0,2017.0,60654.0,93396,136959.0,14875,1629,"['0.4 km', '1.6 km', '0.2 km']",['2.1 km'],"['4 mins', '6 mins', '3 mins']",['12 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8940497],[-87.63305400000002]
30,1630,520 W Huron St #513,935.0,1.0,1.0,"Chicago, IL 60654",,2.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '935 Square Feet']",09/23/2018,,,&lpar;Near North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2001', '12 days on Trulia', '935 sqft', '$341/sqft', '45 views', '$479/monthly HOA']",319000.0,,341.0,,,,https://www.trulia.com/p/il/chicago/520-w-huron-st-513-chicago-il-60654--2104634573,45.0,2001.0,60654.0,93396,136959.0,14875,1630,"['0.6 km', '1.6 km', '0.2 km']",['2.4 km'],"['7 mins', '6 mins', '3 mins']",['15 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8947387],[-87.64199769999999]
31,1631,757 N Orleans St #1408,1070.0,2.0,1.0,"Chicago, IL 60654",['09/20/2018'],5.0,['Listed for sale'],"['1 Bedroom', '2 Bathrooms', 'Condo', '1,070 Square Feet']",09/20/2018,,,&lpar;Near North&rpar;,"['Condo', '1 Bed', '2 Baths', 'Built in 2010', '15 days on Trulia', '1,070 sqft', '$397/sqft', '73 views', '$490/monthly HOA']",424900.0,"[['2018-09-20 00:00:00', 424900, 'Listed for sale']]",397.0,"['$424,900']",['Condo'],10/01/2017,https://www.trulia.com/p/il/chicago/757-n-orleans-st-1408-chicago-il-60654--2104644192,73.0,2010.0,60654.0,93396,136959.0,14875,1631,"['0.1 km', '1.6 km', '0.2 km']",['1.9 km'],"['2 mins', '6 mins', '3 mins']",['10 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.89629010000001],[-87.6371089]
32,1632,375 W Erie St #312,1100.0,1.0,1.0,"Chicago, IL 60654",,3.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '1,100 Square Feet']",08/03/2018,,,&lpar;Near North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1999', '63 days on Trulia', '1,100 sqft', '$318/sqft', '186 views', '$438/monthly HOA']",349900.0,,318.0,,,,https://www.trulia.com/p/il/chicago/375-w-erie-st-312-chicago-il-60654--2104627392,186.0,1999.0,60654.0,93396,136959.0,14875,1632,"['0.4 km', '1.6 km', '0.2 km']",['2.2 km'],"['5 mins', '6 mins', '3 mins']",['13 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8938916],[-87.6389236]
33,1633,501 N Clinton St #3007,900.0,1.0,1.0,"Chicago, IL 60654","['09/10/2018', '08/09/2018', '12/12/2005', '07/17/2001']",7.0,"['Price change', 'Listed for sale', 'Sold', 'Sold']","['1 Bedroom', '1 Bathroom', 'Condo', '900 Square Feet']",09/10/2018,,,&lpar;Fulton River District&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2000', '57 days on Trulia', '900 sqft', '$381/sqft', '48 views', '$724/monthly HOA']",343000.0,"[['2001-07-17 00:00:00', 238000, 'Sold'], ['2005-12-12 00:00:00', 320000, 'Sold'], ['2018-08-09 00:00:00', 348000, 'Listed for sale'], ['2018-09-10 00:00:00', 343000, 'Price change']]",381.0,"['$343,000', '$348,000', '$320,000', '$238,000']","['Condo', 'Lot Size: 0.74 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/501-n-clinton-st-3007-chicago-il-60654--2104632755,48.0,2000.0,60654.0,93396,136959.0,14875,1633,"['0.5 km', '2.0 km', '0.1 km']",['2.6 km'],"['7 mins', '5 mins', '1 min']",['11 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.890726],[-87.64217970000001]
34,1634,300 N State St #2807,725.0,1.0,1.0,"Chicago, IL 60654",,8.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '725 Square Feet']",08/20/2018,,,&lpar;River North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 1968', '78 days on Trulia', '725 sqft', '$330/sqft', '372 views', '$463/monthly HOA']",239000.0,,330.0,,,,https://www.trulia.com/p/il/chicago/300-n-state-st-2807-chicago-il-60654--2104621749,372.0,1968.0,60654.0,93396,136959.0,14875,1634,"['0.3 km', '0.3 km', '0.2 km']",['0.8 km'],"['4 mins', '1 min', '3 mins']",['7 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Brown Line'],[41.8884346],[-87.62813949999999]
35,1635,545 N Dearborn St #W2906,765.0,1.0,1.0,"Chicago, IL 60654",,3.0,,"['1 Bedroom', '1 Bathroom', 'Condo', '765 Square Feet']",09/25/2018,,,&lpar;Near North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2003', '63 days on Trulia', '765 sqft', '$386/sqft', '161 views', '$613/monthly HOA']",295000.0,,386.0,,,,https://www.trulia.com/p/il/chicago/545-n-dearborn-st-w2906-chicago-il-60654--2104636027,161.0,2003.0,60654.0,93396,136959.0,14875,1635,"['0.2 km', '0.7 km', '0.2 km']",['1.1 km'],"['2 mins', '2 mins', '3 mins']",['6 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.892139],[-87.6296241]
36,1636,200 W Grand Ave #1503,1250.0,2.0,2.0,"Chicago, IL 60654",,5.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,250 Square Feet']",09/17/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2004', '85 days on Trulia', '1,250 sqft', '$344/sqft', '234 views', '$803/monthly HOA']",429500.0,,344.0,,,,https://www.trulia.com/p/il/chicago/200-w-grand-ave-1503-chicago-il-60654--2104618954,234.0,2004.0,60654.0,93396,136959.0,14875,1636,"['0.5 km', '3.3 km', '0.4 km', '25.7 km', '0.8 km']",['30.7 km'],"['6 mins', '8 mins', '5 mins', '27 mins', '10 mins']",['1 hour 8 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL']","['River - York Roads', 'Union Pacific West']",[41.9306172],[-87.9443917]
37,1637,600 N Kingsbury St #1003,1220.0,2.0,2.0,"Chicago, IL 60654",,5.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,220 Square Feet']",10/01/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2003', '85 days on Trulia', '1,220 sqft', '$328/sqft', '175 views', '$605/monthly HOA']",399900.0,,328.0,,,,https://www.trulia.com/p/il/chicago/600-n-kingsbury-st-1003-chicago-il-60654--2104638439,175.0,2003.0,60654.0,93396,136959.0,14875,1637,"['0.9 km', '2.0 km', '0.1 km']",['3.0 km'],"['11 mins', '5 mins', '1 min']",['15 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Blue Line'],[41.8930289],[-87.6411236]
38,1638,720 N Larrabee St #1304,820.0,1.0,1.0,"Chicago, IL 60654","['09/21/2018', '08/03/2018', '09/14/2006']",3.0,"['Price change', 'Listed for sale', 'Sold']","['1 Bedroom', '1 Bathroom', 'Condo', '820 Square Feet']",09/21/2018,,,&lpar;Near North&rpar;,"['Condo', '1 Bed', '1 Bath', 'Built in 2004', '63 days on Trulia', '820 sqft', '$378/sqft', '104 views', '$587/monthly HOA']",310000.0,"[['2006-09-14 00:00:00', 330000, 'Sold'], ['2018-08-03 00:00:00', 315000, 'Listed for sale'], ['2018-09-21 00:00:00', 310000, 'Price change']]",378.0,"['$310,000', '$315,000', '$330,000']","['Condo', 'Lot Size: 0.9 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/720-n-larrabee-st-1304-chicago-il-60654--2104643223,104.0,2004.0,60654.0,93396,136959.0,14875,1638,"['0.6 km', '1.6 km', '0.2 km']",['2.4 km'],"['8 mins', '6 mins', '3 mins']",['16 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8952889],[-87.6430094]
39,1639,33 W Huron St #803,3400.0,3.0,3.0,"Chicago, IL 60654",,5.0,,"['3 Bedrooms', '3 Bathrooms', 'Condo', '3,400 Square Feet']",09/27/2018,,,&lpar;Near North&rpar;,"['Condo', '3 Beds', '3 Baths', 'Built in 1996', '65 days on Trulia', '3,400 sqft', '$543/sqft', '159 views', '$1,266/monthly HOA']",1845000.0,,543.0,,,,https://www.trulia.com/p/il/chicago/33-w-huron-st-803-chicago-il-60654--2104624064,159.0,1996.0,60654.0,93396,136959.0,14875,1639,"['0.3 km', '1.3 km', '0.2 km']",['1.8 km'],"['4 mins', '3 mins', '3 mins']",['9 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8948374],[-87.629065]
40,1640,200 W Grand Ave #1806,1250.0,2.0,2.0,"Chicago, IL 60654",,1.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,250 Square Feet']",09/11/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2004', '71 days on Trulia', '1,250 sqft', '$384/sqft', '166 views', '$910/monthly HOA']",479900.0,,384.0,,,,https://www.trulia.com/p/il/chicago/200-w-grand-ave-1806-chicago-il-60654--2104618975,166.0,2004.0,60654.0,93396,136959.0,14875,1640,"['0.5 km', '3.3 km', '0.4 km', '25.7 km', '0.8 km']",['30.7 km'],"['6 mins', '8 mins', '5 mins', '27 mins', '10 mins']",['1 hour 8 mins'],"['WALKING', 'TRANSIT', 'WALKING', 'TRANSIT', 'WALKING']","['BUS', 'HEAVY_RAIL']","['River - York Roads', 'Union Pacific West']",[41.9306172],[-87.9443917]
41,1641,400 N La Salle Dr #1602,1271.0,2.0,2.0,"Chicago, IL 60654",['06/27/2007'],8.0,['Sold'],"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,271 Square Feet']",08/23/2018,,,&lpar;River North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2003', '98 days on Trulia', '1,271 sqft', '$393/sqft', '177 views', '$874/monthly HOA']",500000.0,"[['2007-06-27 00:00:00', 524500, 'Sold']]",393.0,"['$524,500']","['Condo', 'Lot Size: 0.64 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/400-n-la-salle-dr-1602-chicago-il-60654--2104628052,177.0,2003.0,60654.0,93396,136959.0,14875,1641,"['0.2 km', '0.6 km', '0.2 km']",['1.0 km'],"['2 mins', '3 mins', '3 mins']",['8 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.889652],[-87.63269009999999]
42,1642,33 W Huron St #703,2400.0,2.0,3.0,"Chicago, IL 60654","['08/13/2018', '07/11/2018', '06/01/2018', '03/28/2018', '10/30/2017']",3.0,"['Listed for sale', 'Posting removed', 'Price change', 'Price change', 'Listed for sale']","['3 Bedrooms', '2 Bathrooms', 'Condo', '2,400 Square Feet']",08/13/2018,,,&lpar;Near North&rpar;,"['Condo', '3 Beds', '2 Baths', 'Built in 1998', '53 days on Trulia', '2,400 sqft', '$415/sqft', '554 views', '$999/monthly HOA']",995000.0,"[['2017-10-30 00:00:00', 1250000, 'Listed for sale'], ['2018-03-28 00:00:00', 1125000, 'Price change'], ['2018-06-01 00:00:00', 995000, 'Price change'], ['2018-07-11 00:00:00', 995000, 'Posting removed'], ['2018-08-13 00:00:00', 995000, 'Listed for sale']]",415.0,"['$995,000', '$995,000', '$995,000', '$1,125,000', '$1,250,000']","['Condo', 'Lot Size: 0.65 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/33-w-huron-st-703-chicago-il-60654--2104624055,554.0,1998.0,60654.0,93396,136959.0,14875,1642,"['0.3 km', '1.3 km', '0.2 km']",['1.8 km'],"['4 mins', '3 mins', '3 mins']",['9 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8948374],[-87.629065]
43,1643,400 W Ontario St #1205,1310.0,2.0,2.0,"Chicago, IL 60654",,4.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,310 Square Feet']",09/21/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 1999', '14 days on Trulia', '1,310 sqft', '$344/sqft', '193 views', '$728/monthly HOA']",450000.0,,344.0,,,,https://www.trulia.com/p/il/chicago/400-w-ontario-st-1205-chicago-il-60654--2104628457,193.0,1999.0,60654.0,93396,136959.0,14875,1643,"['0.5 km', '1.6 km', '0.2 km']",['2.3 km'],"['6 mins', '6 mins', '3 mins']",['14 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.8931714],[-87.63871859999999]
44,1644,33 W Ontario St #18G,1300.0,2.0,2.0,"Chicago, IL 60654","['08/07/2018', '07/16/2018', '07/14/2010', '06/25/2010', '04/23/2010', '04/18/2010']",1.0,"['Posting removed', 'Listed for sale', 'Sold', 'Posting removed', 'Price change', 'Price change']","['2 Bedrooms', '2 Bathrooms', 'Condo', '1,300 Square Feet']",08/07/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2003', '81 days on Trulia', '1,300 sqft', '$365/sqft', '169 views', '$807/monthly HOA']",475000.0,"[['2010-04-18 00:00:00', 259900, 'Price change'], ['2010-04-23 00:00:00', 348900, 'Price change'], ['2010-06-25 00:00:00', 348900, 'Posting removed'], ['2010-07-14 00:00:00', 345000, 'Sold'], ['2018-07-16 00:00:00', 475000, 'Listed for sale'], ['2018-08-07 00:00:00', 475000, 'Posting removed']]",365.0,"['$475,000', '$475,000', '$345,000', '$348,900', '$348,900', '$259,900']","['Condo', 'Lot Size: 0.85 acres']",10/01/2017,https://www.trulia.com/p/il/chicago/33-w-ontario-st-18g-chicago-il-60654--2104624205,169.0,2003.0,60654.0,93396,136959.0,14875,1644,"['0.3 km', '0.7 km', '0.2 km']",['1.2 km'],"['3 mins', '2 mins', '3 mins']",['8 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Red Line'],[41.8932248],[-87.6292094]
45,1645,421 W Huron St #704,1275.0,2.0,2.0,"Chicago, IL 60654",,6.0,,"['2 Bedrooms', '2 Bathrooms', 'Condo', '1,275 Square Feet']",09/13/2018,,,&lpar;Near North&rpar;,"['Condo', '2 Beds', '2 Baths', 'Built in 2001', '76 days on Trulia', '1,275 sqft', '$357/sqft', '177 views', '$582/monthly HOA']",454900.0,,357.0,,,,https://www.trulia.com/p/il/chicago/421-w-huron-st-704-chicago-il-60654--2104629214,177.0,2001.0,60654.0,93396,136959.0,14875,1645,"['0.4 km', '1.6 km', '0.2 km']",['2.2 km'],"['5 mins', '6 mins', '3 mins']",['13 mins'],"['WALKING', 'TRANSIT', 'WALKING']",['SUBWAY'],['Purple Line'],[41.894716],[-87.6395551]
